Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
1579,10007795,The University of Leeds,Social sciences,Politics and International Studies,,,,E,European Centre for the Responsibility to Protect
1580,10007151,University of Lincoln,Social sciences,Politics and International Studies,,,,1,Lincoln Parliamentary Research Centre
1581,10007151,University of Lincoln,Social sciences,Politics and International Studies,,,,2,Politics of Disorder (PoD)
1582,10007798,The University of Manchester,Social sciences,Politics and International Studies,,,,A,SoSS
1583,10007798,The University of Manchester,Social sciences,Politics and International Studies,,,,B,SALC
1584,10007163,The University of Warwick,Social sciences,Politics and International Studies,,,,A,Comparative Politics
1585,10007163,The University of Warwick,Social sciences,Politics and International Studies,,,,B,International Political Economy
1586,10007163,The University of Warwick,Social sciences,Politics and International Studies,,,,C,International Relations and Security
1587,10007163,The University of Warwick,Social sciences,Politics and International Studies,,,,D,Political Theory
1588,10007152,University of Bedfordshire,Social sciences,Social Work and Social Policy,,,,4,IASR - Institute of Applied Social Research
1589,10000824,Bournemouth University,Social sciences,Social Work and Social Policy,,,,1,"CaTCH (Crime, Trafficking, Conflict and Hate)"
1590,10000824,Bournemouth University,Social sciences,Social Work and Social Policy,,,,2,MaViS (Marginalised Voices in Sport)
1591,10000824,Bournemouth University,Social sciences,Social Work and Social Policy,,,,3,"SHV (Seldom heard voices, social work and marginalised groups)"
1592,10000886,University of Brighton,Social sciences,Social Work and Social Policy,,,,A,"Care, Health and Emotional Wellbeing"
1593,10000886,University of Brighton,Social sciences,Social Work and Social Policy,,,,B,"Cities, Injustice and Resistance"
1594,10007144,University of East London,Social sciences,Social Work and Social Policy,,,,1,Centre for Social  Work Research
1595,10007144,University of East London,Social sciences,Social Work and Social Policy,,,,2,Institute for Connected Communities
1596,10007144,University of East London,Social sciences,Social Work and Social Policy,,,,3,The Mental Health and Social Change Group
1597,10007144,University of East London,Social sciences,Social Work and Social Policy,,,,4,RIX Centre
1598,10007790,University of Edinburgh,Social sciences,Social Work and Social Policy,,,,A,SHiSS
1599,10007790,University of Edinburgh,Social sciences,Social Work and Social Policy,,,,B,Social Policy
1600,10007790,University of Edinburgh,Social sciences,Social Work and Social Policy,,,,C,Social Work
1601,10007790,University of Edinburgh,Social sciences,Social Work and Social Policy,,,,D,Usher
1602,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,1,Applied Sociology Research Group
1603,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,2,Centre for Inequalities (ILD)
1604,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,3,Centre for Thinking and Learning (ILD)
1605,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,4,Centre for Vulnerable Children and Families (ILD)
1606,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,5,Centre for Professional Workforce Development (ILD)
1607,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,6,Centre for Mental Health (ILD)
1608,10007146,University of Greenwich,Social sciences,Social Work and Social Policy,,,,7,Centre for Chronic Illness and Ageing (ILD)
1609,10007151,University of Lincoln,Social sciences,Social Work and Social Policy,,,,1,ParliLinc - The Lincoln Parliamentary Research Group
1610,10007151,University of Lincoln,Social sciences,Social Work and Social Policy,,,,2,Healthy Ageing Research Group
1611,10007151,University of Lincoln,Social sciences,Social Work and Social Policy,,,,3,Terrorism studies
1612,10007151,University of Lincoln,Social sciences,Social Work and Social Policy,,,,4,Families research group
1613,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,A,Centre for Social Justice and Global Responsibility
1614,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,B,Law and Access to Justice Research Group
1615,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,C,Crime and Justice Research Group 
1616,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,D,Space and Place Research Group
1617,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,E,"Sustainability: Policy, Practice and Pedagogy Research Group"
1618,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,F,"Race, Gender and Sexualities Research Group"
1619,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,G,Critical Autism and Disability Research Group 
1620,10004078,London South Bank University,Social sciences,Social Work and Social Policy,,,,H,Education for Social Justice Research Group
1621,10004180,Manchester Metropolitan University,Social sciences,Social Work and Social Policy,,,,A,"Global Perspectives, Marginalisation and Thriving Communities"
1622,10004180,Manchester Metropolitan University,Social sciences,Social Work and Social Policy,,,,B,Policy Evaluation and Research Unit (PERU)
1623,10004180,Manchester Metropolitan University,Social sciences,Social Work and Social Policy,,,,C,Social Aspects of Ageing
1624,10004180,Manchester Metropolitan University,Social sciences,Social Work and Social Policy,,,,D,Substance Use and Associated Behaviours (SUAB)
1625,10004351,Middlesex University,Social sciences,Social Work and Social Policy,,,,1,Informing Professional Interventions
1626,10004351,Middlesex University,Social sciences,Social Work and Social Policy,,,,2,"Crime, Conflict, and Human Security"
1627,10004351,Middlesex University,Social sciences,Social Work and Social Policy,,,,3,"Social Justice, Inequality and Migration"
1628,10007799,University of Newcastle upon Tyne,Social sciences,Social Work and Social Policy,,,,A,Ageing
1629,10007799,University of Newcastle upon Tyne,Social sciences,Social Work and Social Policy,,,,B,Other Social Policy
1630,10004797,Nottingham Trent University,Social sciences,Social Work and Social Policy,,,,A,"Centre for Crime, Offending, Prevention and Engagement (COPE)"
1631,10004797,Nottingham Trent University,Social sciences,Social Work and Social Policy,,,,B,Centre for Public and Psychosocial Health (CPPH)
1632,10004797,Nottingham Trent University,Social sciences,Social Work and Social Policy,,,,C,"Nottingham Centre for Children, Young People and Families (NCCYPF)"
1633,10007155,University of Portsmouth,Social sciences,Social Work and Social Policy,,,,A,Policing and Investigation
1634,10007155,University of Portsmouth,Social sciences,Social Work and Social Policy,,,,B,Risk Security and Counterfraud
1635,10007155,University of Portsmouth,Social sciences,Social Work and Social Policy,,,,C,Social Policy and Social Justice
1636,10007155,University of Portsmouth,Social sciences,Social Work and Social Policy,,,,D,"Young People, Education and Crime"
1637,10007793,University of South Wales _ Prifysgol De Cymru,Social sciences,Social Work and Social Policy,,,,A,Criminology
1638,10007793,University of South Wales _ Prifysgol De Cymru,Social sciences,Social Work and Social Policy,,,,B,Social Policy
1639,10007793,University of South Wales _ Prifysgol De Cymru,Social sciences,Social Work and Social Policy,,,,C,Policing and Security
1640,10006299,Staffordshire University,Social sciences,Social Work and Social Policy,,,,A,"Centre for Crime, Justice and Security"
1641,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,Social Work and Social Policy,,,,A,Centre for Innovative Ageing
1642,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,Social Work and Social Policy,,,,B,Health & Social Care Research Group
1643,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,Social Work and Social Policy,,,,C,Swansea University School of Education
1644,10007139,University of Worcester,Social sciences,Social Work and Social Policy,,,,A,Interpersonal relationships and wellbeing - Trauma and violence prevention
1645,10000961,Brunel University London,Social sciences,Sociology,,,,1,Cultural Production & Creative Processes
1646,10000961,Brunel University London,Social sciences,Sociology,,,,2,"Bodies, Technologies & Conflict"
1647,10000961,Brunel University London,Social sciences,Sociology,,,,3,Control & Responses to Control
1648,10007143,University of Durham,Social sciences,Sociology,,,,A,Higher Education and Social Inequalities
1649,10007143,University of Durham,Social sciences,Sociology,,,,B,Communities and Social Justice
1650,10007143,University of Durham,Social sciences,Sociology,,,,C,Durham University Evidence Centre for Education (DECE)
1651,10007143,University of Durham,Social sciences,Sociology,,,,D,Violence and Abuse
1652,10007143,University of Durham,Social sciences,Sociology,,,,E,Health and Social Theory
1653,10007144,University of East London,Social sciences,Sociology,,,,1,Centre for Narrative Research (CNR)
1654,10007144,University of East London,Social sciences,Sociology,,,,2,"Centre for Research on Migration, Refugees and Belonging, Centre for Narrative Research (CMRB)"
1655,10007144,University of East London,Social sciences,Sociology,,,,3,Centre for Social Justice and Change (CSJC)
1656,10007798,The University of Manchester,Social sciences,Sociology,,,,A,SoSS
1657,10007798,The University of Manchester,Social sciences,Sociology,,,,B,AMBS
1658,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,A,Digital Society (DISC)
1659,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,B,"Intimacy, Gender, and Sexuality"
1660,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,C,"Music, Media, and Popular Culture (MASS)"
1661,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,D,Quantitative Methods in Social Research
1662,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,E,"Space, Place, and Identity"
1663,10004180,Manchester Metropolitan University,Social sciences,Sociology,,,,F,"Youth, Wellbeing, and Justice"
1664,10007143,University of Durham,Social sciences,Anthropology and Development Studies,,,,A,Social Anthropology
1665,10007143,University of Durham,Social sciences,Anthropology and Development Studies,,,,B,Anthropology of Health
1666,10007143,University of Durham,Social sciences,Anthropology and Development Studies,,,,C,Evolutionary Anthropology
1667,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,A,Development Studies,,A,SoSS
1668,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,A,Development Studies,,B,SEED
1669,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,A,Development Studies,,C,AMBS
1670,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,A,Development Studies,,D,SALC
1671,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,B,Social Anthropology,,A,SoSS
1672,10007798,The University of Manchester,Social sciences,Anthropology and Development Studies,B,Social Anthropology,,B,SALC
1673,10007152,University of Bedfordshire,Social sciences,Education,,,,4,IASR - Institute of Applied Social Research
1674,10007152,University of Bedfordshire,Social sciences,Education,,,,5,IREd -  Institute for Research in Education
1675,10000886,University of Brighton,Social sciences,Education,,,,A,Narrative and Biographical Methodologies in Education
1676,10000886,University of Brighton,Social sciences,Education,,,,B,"Teaching, Learning and Professional Lives"
1677,10000886,University of Brighton,Social sciences,Education,,,,C,Voice and Participation in Childhood and Education
1678,10000961,Brunel University London,Social sciences,Education,,,,1,"Education, Identities & Society (EIS)"
1679,10000961,Brunel University London,Social sciences,Education,,,,2,"Pedagogy, Policy & Professional Practice (PPP)"
1680,10000961,Brunel University London,Social sciences,Education,,,,3,"Science, Technology, Engineering & Mathematics (STEM)"
1681,10007788,University of Cambridge,Social sciences,Education,,,,A,Arts and Creativities
1682,10007788,University of Cambridge,Social sciences,Education,,,,B,Cambridge Educational Dialogue Research
1683,10007788,University of Cambridge,Social sciences,Education,,,,C,"Culture, Politics and Global Justice"
1684,10007788,University of Cambridge,Social sciences,Education,,,,D,Second Language Education
1685,10007788,University of Cambridge,Social sciences,Education,,,,E,"Science, Technology and Mathematics Education"
1686,10007788,University of Cambridge,Social sciences,Education,,,,F,"Psychology, Education and Learning Studies"
1687,10007143,University of Durham,Social sciences,Education,,,,A,"Assessment, Evaluation and Educational Effectiveness"
1688,10007143,University of Durham,Social sciences,Education,,,,B,Educational Psychology
1689,10007143,University of Durham,Social sciences,Education,,,,C,Pedagogy and Curriculum
1690,10007143,University of Durham,Social sciences,Education,,,,D,Durham University Evidence Centre for Education (DECE)
1691,10007143,University of Durham,Social sciences,Education,,,,E,International and Comparative Education
1692,10007143,University of Durham,Social sciences,Education,,,,F,Higher and Further Education
1693,10007144,University of East London,Social sciences,Education,,,,1,Continuum
1694,10007144,University of East London,Social sciences,Education,,,,2,Centre for Critical and Inclusive Education (CRIE)
1695,10007144,University of East London,Social sciences,Education,,,,3,Practitioner Research Group (PRG)
1696,10007144,University of East London,Social sciences,Education,,,,4,Higher Education Research Group (HERG)
1697,10007144,University of East London,Social sciences,Education,,,,5,International Centre for Mixed Economy Childcare (ICMEC)
1698,10007150,The University of Kent,Social sciences,Education,,,,H,Higher Education
1699,10003678,Kingston University,Social sciences,Education,,,,1,Education Research Group 
1700,10003678,Kingston University,Social sciences,Education,,,,2,Healthcare Research and Evaluation Group 
1701,10007151,University of Lincoln,Social sciences,Education,,,,1,Primary and Secondary Education
1702,10007151,University of Lincoln,Social sciences,Education,,,,2,Further and Higher Education
1703,10004048,London Metropolitan University,Social sciences,Education,,,,1,Higher Education Research Group
1704,10004048,London Metropolitan University,Social sciences,Education,,,,2,Centre for Life Writing and Oral History 
1705,10007798,The University of Manchester,Social sciences,Education,,,,A,SEED
1706,10007798,The University of Manchester,Social sciences,Education,,,,B,"Hum Comm, Dev Hear"
1707,10004180,Manchester Metropolitan University,Social sciences,Education,,,,1,Children and Childhood
1708,10004180,Manchester Metropolitan University,Social sciences,Education,,,,2,Youth and Community
1709,10004180,Manchester Metropolitan University,Social sciences,Education,,,,3,Teacher Education and Leadership
1710,10004180,Manchester Metropolitan University,Social sciences,Education,,,,4,Mathematics Education
1711,10004180,Manchester Metropolitan University,Social sciences,Education,,,,5,Literacy and Language
1712,10004180,Manchester Metropolitan University,Social sciences,Education,,,,6,Digital and Innovative Pedagogies
1713,10004180,Manchester Metropolitan University,Social sciences,Education,,,,7,Education and Global Futures
1714,10004180,Manchester Metropolitan University,Social sciences,Education,,,,8,Theory and Methodology
1715,10007799,University of Newcastle upon Tyne,Social sciences,Education,,,,A,Centre for Learning and Teaching
1716,10007799,University of Newcastle upon Tyne,Social sciences,Education,,,,B,SOLE Central
1717,10037449,University of St Mark & St John,Social sciences,Education,,,,A,"Context, Agency, Place and Education"
1718,10037449,University of St Mark & St John,Social sciences,Education,,,,B,"Sustainability, Creativity and Innovation"
1719,10037449,University of St Mark & St John,Social sciences,Education,,,,C,"Agency, Context and Education"
1720,10007139,University of Worcester,Social sciences,Education,,,,A,Social Psychology of Education
1721,10007139,University of Worcester,Social sciences,Education,,,,B,Social Justice
1722,10007139,University of Worcester,Social sciences,Education,,,,C,Inclusion by Design
1723,10007139,University of Worcester,Social sciences,Education,,,,D,Religion and Society
1724,10007139,University of Worcester,Social sciences,Education,,,,E,Post Compulsory Education
1725,10007152,University of Bedfordshire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,6,ISPAR - Institute for Sport and Physical Activity Research
1726,10000824,Bournemouth University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Sport and Physical Activity
1727,10000824,Bournemouth University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Tourism and Hospitality
1728,10000886,University of Brighton,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Sport and Exercise Science and Sports Medicine
1729,10000886,University of Brighton,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Sport and Leisure Cultures
1730,10000886,University of Brighton,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,"Tourism, Hospitality and Events"
1731,10000961,Brunel University London,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,Centre for Cognitive Neuroscience (CCN)
1732,10000961,Brunel University London,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,"Centre for Human Performance, Exercise & Rehabilitation (CHPER)"
1733,10000961,Brunel University London,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,3,"Welfare, Health & Wellbeing (WHW)"
1734,10007141,University of Central Lancashire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Applied Science and Technology
1735,10007141,University of Central Lancashire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Expertise development
1736,10007141,University of Central Lancashire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,Health related & lifelong physical activity and exercise
1737,10007141,University of Central Lancashire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,D,Sport in Society
1738,10007141,University of Central Lancashire,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,E,"Tourism, hospitality and events"
1739,10007143,University of Durham,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Sporting Lives
1740,10007143,University of Durham,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Healthy Communities
1741,10007772,Edinburgh Napier University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,"Tourism, Hospitality, Festival and Events"
1742,10007772,Edinburgh Napier University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,"Sport, Exercise and Health"
1743,10007151,University of Lincoln,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,Performance
1744,10007151,University of Lincoln,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,Wellbeing
1745,10003956,Liverpool Hope University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,Musculoskeletal Sports Medicine 
1746,10003956,Liverpool Hope University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,"Exercise, Performance & Health Physiology"
1747,10003956,Liverpool Hope University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,3,"Psychology, Action and Learning of Movement (PALM)"
1748,10004078,London South Bank University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Sport and Exercise Science Research Centre
1749,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Movement Impairment
1750,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Musculoskeletal Function in Health and Ageing
1751,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,Neuroscience of Ageing and Impaired Mobility
1752,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,D,Physiotherapy Research
1753,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,E,Sports Medicine and Elite Performance
1754,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,F,Sports Policy Unit
1755,10004180,Manchester Metropolitan University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,G,"Stress, Health and Performance"
1756,10004351,Middlesex University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,Performance Analysis
1757,10004351,Middlesex University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,Strength & Conditioning
1758,10004351,Middlesex University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,3,Physical and Mental Health
1759,10004797,Nottingham Trent University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,"Sport, Health and Performance Enhancement"
1760,10004797,Nottingham Trent University,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,"Centre for Health, Ageing and Understanding Disease"
1761,10007155,University of Portsmouth,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Extreme Environments
1762,10007155,University of Portsmouth,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,"Physical Activity, Health and Rehabilitation"
1763,10007155,University of Portsmouth,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,"Individual, Organisational and Occupational Performance"
1764,10007793,University of South Wales _ Prifysgol De Cymru,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,"Sport, Health and Exercise Sciences"
1765,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Lifelong Health and Wellbeing
1766,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Resilience and Human Performance
1767,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,Exercise medicine and wellbeing research cluster (EMpoWER)
1768,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,D,Experimental myology and integrative physiology research cluster (EM&I Phys) 
1769,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,E,Rehabilitation and performance research cluster (REAP) 
1770,10037449,University of St Mark & St John,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,F,Sustainable sport and leisure development (SSLD) 
1771,10007843,"St Mary's University, Twickenham",Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,Research Centre for Applied Performance Sciences
1772,10007843,"St Mary's University, Twickenham",Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,Research Centre for Applied Social and Health Sciences
1773,10007843,"St Mary's University, Twickenham",Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,3,"Sport, Wellbeing, Inclusion and Faith (SWIFT)"
1774,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,EPS - Elite and Professional Sport
1775,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,"EMH - Exercise, Medicine, and Health"
1776,10007855,Swansea University _ Prifysgol Abertawe,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,"SEIG - Sports Ethics, Integrity, and Governance"
1777,10007807,University of Ulster,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,"The Centre for Exercise Medicine, Physical Activity and Health"
1778,10007807,University of Ulster,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,The Centre for Sport in Society
1779,10007139,University of Worcester,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,A,Inclusive Sport and Physical Activity
1780,10007139,University of Worcester,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,B,Coaching and Performance
1781,10007139,University of Worcester,Social sciences,"Sport and Exercise Sciences, Leisure and Tourism",,,,C,Living well across the lifespan
1782,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,1,Global Diversities and Inequalities Research Centre
1783,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,2,Centre for Life Writing and Oral History (CLiOH)
1784,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,3,"Media, Culture and Creative Technologies Research Group"
1785,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,4,Child and Woman Abuse Studies Unit
1786,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,5,Centre for Primary Health and Social Care
1787,10004048,London Metropolitan University,Arts and humanities,Area Studies,,,,6,Interdisciplinary Research Forum
1788,10007798,The University of Manchester,Arts and humanities,Area Studies,,,,A,SALC
1789,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,A,Sociology and Social Theory
1790,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,B,History
1791,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,C,Mental Health in Childhood and Education
1792,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,D,Women's and Gender Studies
1793,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,E,"Citizenship, Race, and Belonging"
1794,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,F,Francophone Africa
1795,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,G,Transnational Politics and Society
1796,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,H,"Peace, Security, and Conflict"
1797,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,I,Higher Education
1798,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,J,Language Across Borders
1799,10007155,University of Portsmouth,Arts and humanities,Area Studies,,,,K,"Journalism, Media, and Society"
1800,10007759,Aston University,Arts and humanities,Modern Languages and Linguistics,,,,A,"Applied Linguistics, Sociolinguistics and Translation Studies"
1801,10007759,Aston University,Arts and humanities,Modern Languages and Linguistics,,,,B,Forensic Linguistics
1802,10007759,Aston University,Arts and humanities,Modern Languages and Linguistics,,,,C,"Literature, Culture, History and Society"
1803,10007141,University of Central Lancashire,Arts and humanities,Modern Languages and Linguistics,,,,A,Applied and theoretical linguistics
1804,10007141,University of Central Lancashire,Arts and humanities,Modern Languages and Linguistics,,,,B,Sign languages and deaf studies
1805,10007141,University of Central Lancashire,Arts and humanities,Modern Languages and Linguistics,,,,C,World literatures and cultural studies
1806,10007791,The University of Essex,Arts and humanities,Modern Languages and Linguistics,,,,A,Applied linguistics
1807,10007791,The University of Essex,Arts and humanities,Modern Languages and Linguistics,,,,B,Descriptive / theoretical linguistics
1808,10007791,The University of Essex,Arts and humanities,Modern Languages and Linguistics,,,,C,Psycholinguistics
1809,10007798,The University of Manchester,Arts and humanities,Modern Languages and Linguistics,,,,A,SALC
1810,10007799,University of Newcastle upon Tyne,Arts and humanities,Modern Languages and Linguistics,,,,A,Modern Languages
1811,10007799,University of Newcastle upon Tyne,Arts and humanities,Modern Languages and Linguistics,,,,B,"Education, Communication and Language Sciences"
1812,10007799,University of Newcastle upon Tyne,Arts and humanities,Modern Languages and Linguistics,,,,C,English Language and Linguistics
1813,10007807,University of Ulster,Arts and humanities,Modern Languages and Linguistics,,,,A,Linguistics
1814,10007807,University of Ulster,Arts and humanities,Modern Languages and Linguistics,,,,B,Celtic Studies
1815,10007152,University of Bedfordshire,Arts and humanities,English Language and Literature,,,,7,CRELLA - Centre for Research in English Language Learning and Assessment
1816,10007141,University of Central Lancashire,Arts and humanities,English Language and Literature,,,,A,Creative Writing
1817,10007146,University of Greenwich,Arts and humanities,English Language and Literature,,,,1,Centre for Research & Enterprise in Language
1818,10003678,Kingston University,Arts and humanities,English Language and Literature,,,,1,Race/Gender Matters Research Group
1819,10003678,Kingston University,Arts and humanities,English Language and Literature,,,,2,Writing Cultures Research Group
1820,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,A,American Studies
1821,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,B,Critical Life
1822,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,C,Environmental Humanities
1823,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,D,Medical Humanities
1824,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,E,Postcolonial
1825,10007795,The University of Leeds,Arts and humanities,English Language and Literature,,,,F,Textual Histories
1826,10007798,The University of Manchester,Arts and humanities,English Language and Literature,,,,A,SALC
1827,10004180,Manchester Metropolitan University,Arts and humanities,English Language and Literature,,,,A,Manchester Writing School
1828,10004180,Manchester Metropolitan University,Arts and humanities,English Language and Literature,,,,B,Manchester Centre for Gothic Studies
1829,10004180,Manchester Metropolitan University,Arts and humanities,English Language and Literature,,,,C,Centre for Place Studies
1830,10004180,Manchester Metropolitan University,Arts and humanities,English Language and Literature,,,,D,Linguistics Research Centre
1831,10004180,Manchester Metropolitan University,Arts and humanities,English Language and Literature,,,,E,Migration and Postcolonial Studies
1832,10007138,"University of Northampton, The",Arts and humanities,English Language and Literature,,,,A,Centre for Critical and Creative Writing
1833,10004797,Nottingham Trent University,Arts and humanities,English Language and Literature,,,,A,Centre for Travel Writing Studies
1834,10004797,Nottingham Trent University,Arts and humanities,English Language and Literature,,,,B,Postcolonial Studies Centre
1835,10007155,University of Portsmouth,Arts and humanities,English Language and Literature,,,,A,Literature
1836,10007155,University of Portsmouth,Arts and humanities,English Language and Literature,,,,B,Language
1837,10007155,University of Portsmouth,Arts and humanities,English Language and Literature,,,,C,Creative Writing
1838,10007793,University of South Wales _ Prifysgol De Cymru,Arts and humanities,English Language and Literature,,,,A,English
1839,10007803,University of St Andrews,Arts and humanities,English Language and Literature,,,,A,Medieval and Renaissance
1840,10007803,University of St Andrews,Arts and humanities,English Language and Literature,,,,B,"Eighteenth Century, Romantic and Victorian"
1841,10007803,University of St Andrews,Arts and humanities,English Language and Literature,,,,C,Modern and Contemporary
1842,10007803,University of St Andrews,Arts and humanities,English Language and Literature,,,,D,Creative Writing
1843,10007139,University of Worcester,Arts and humanities,English Language and Literature,,,,A,Green Voices Research Group
1844,10007139,University of Worcester,Arts and humanities,English Language and Literature,,,,B,Early Modern Research Group
